student_id,weekly_self_study_hours,attendance_percentage,class_participation,total_score,grade
756200,17.5,100.0,7.0,95.9,A
756201,26.0,83.1,8.8,100.0,A
756205,22.7,76.1,6.1,100.0,A
756210,11.8,93.8,8.4,97.8,A
756213,22.9,95.4,8.2,100.0,A
756217,21.0,97.2,6.8,100.0,A
756218,15.0,84.7,4.9,98.7,A
756221,20.2,87.1,6.9,96.1,A
756222,26.9,66.4,4.6,100.0,A
756223,25.5,87.8,5.7,100.0,A
756226,22.7,87.5,7.2,100.0,A
756234,19.3,76.0,9.2,100.0,A
756236,19.5,84.1,7.9,92.7,A
756238,34.4,78.4,7.1,100.0,A
756239,18.1,99.5,7.0,95.4,A
756242,17.8,68.9,6.2,100.0,A
756245,9.5,84.1,4.5,92.9,A
756249,18.0,82.6,5.8,98.0,A
756251,11.7,84.3,7.1,97.3,A
756259,30.7,100.0,3.5,100.0,A
756260,12.5,82.7,4.8,92.9,A
756261,24.0,74.3,4.5,100.0,A
756266,10.7,93.3,4.9,91.3,A
756267,13.7,86.4,2.0,92.5,A
756271,14.1,93.4,2.7,100.0,A
756274,23.6,82.1,7.6,96.5,A
756278,27.5,86.3,6.3,100.0,A
756279,24.2,79.1,5.7,94.6,A
756282,15.7,85.3,6.3,100.0,A
756285,13.4,89.0,1.6,100.0,A
756287,14.1,73.1,4.5,100.0,A
756289,19.6,98.6,9.5,100.0,A
756291,24.3,90.5,7.2,100.0,A
756294,13.1,80.4,9.5,90.6,A
756295,24.0,88.0,7.3,100.0,A
756299,24.5,79.7,3.4,100.0,A
756300,25.2,68.6,8.1,100.0,A
756301,18.1,83.1,5.2,98.2,A
756302,12.5,65.5,7.4,90.6,A
756303,16.0,65.9,5.2,99.7,A
756304,18.5,97.2,7.6,100.0,A
756306,19.4,83.7,6.7,100.0,A
756307,18.8,93.9,6.3,100.0,A
756310,17.6,86.3,5.3,98.6,A
756311,21.8,86.2,7.3,100.0,A
756312,23.2,83.4,7.0,100.0,A
756313,17.7,75.3,8.2,99.1,A
756314,14.3,69.6,4.8,94.7,A
756316,24.1,86.8,7.2,100.0,A
756322,15.8,78.7,5.8,100.0,A
756325,13.3,74.9,7.4,90.5,A
756327,12.3,100.0,5.3,90.8,A
756330,19.5,100.0,9.3,100.0,A
756331,19.6,78.0,1.2,100.0,A
756333,20.1,92.5,6.8,100.0,A
756334,12.0,73.0,5.5,97.0,A
756335,22.0,97.7,4.1,100.0,A
756337,14.7,88.7,8.5,92.6,A
756339,16.2,74.0,6.7,94.9,A
756340,15.1,97.3,8.5,92.7,A
756342,23.2,83.5,1.8,100.0,A
756343,17.7,95.2,3.6,97.6,A
756345,18.9,94.2,5.0,91.5,A
756350,29.5,88.5,7.3,100.0,A
756352,23.9,85.0,9.2,100.0,A
756358,15.4,95.1,5.6,98.0,A
756359,25.1,89.2,4.9,100.0,A
756360,19.3,84.5,7.1,100.0,A
756363,15.3,92.1,6.6,100.0,A
756364,19.6,78.6,8.7,100.0,A
756365,17.8,86.2,7.1,100.0,A
756366,16.2,95.9,5.8,94.2,A
756369,20.4,96.4,3.9,94.9,A
756370,24.3,93.4,2.6,100.0,A
756371,25.6,90.0,5.6,100.0,A
756377,15.6,86.2,10.0,95.4,A
756379,18.3,90.2,6.8,94.3,A
756380,28.9,100.0,3.1,100.0,A
756381,22.0,88.4,7.2,100.0,A
756382,13.2,88.8,7.2,91.3,A
756383,13.2,87.3,5.8,90.8,A
756386,21.3,86.7,5.9,100.0,A
756387,11.9,77.4,4.7,93.7,A
756388,17.5,76.8,6.5,91.3,A
756389,21.0,86.9,2.8,100.0,A
756390,28.2,76.7,6.9,100.0,A
756393,26.6,80.2,6.4,100.0,A
756395,18.2,90.5,3.7,96.3,A
756396,21.0,76.7,5.9,100.0,A
756398,24.6,85.8,7.8,100.0,A
756400,17.3,93.6,3.1,100.0,A
756404,21.1,65.0,7.8,100.0,A
756412,17.7,72.1,2.9,99.9,A
756421,17.9,70.4,10.0,99.7,A
756422,23.0,66.3,8.6,100.0,A
756423,22.5,81.3,6.2,100.0,A
756427,26.6,89.6,7.7,100.0,A
756430,22.2,100.0,8.0,100.0,A
756431,29.7,95.0,5.0,100.0,A
756432,18.9,81.5,6.5,100.0,A
756433,20.0,74.0,4.7,92.9,A
756435,20.8,82.1,5.5,98.2,A
756437,25.4,85.6,10.0,100.0,A
756440,15.9,84.3,5.9,92.4,A
756442,14.1,85.6,6.7,90.1,A
756443,30.4,89.9,4.8,100.0,A
756444,22.2,70.6,5.0,100.0,A
756446,25.9,76.4,6.6,100.0,A
756447,20.4,84.9,7.7,100.0,A
756450,32.4,85.2,5.7,100.0,A
756451,18.0,91.6,5.5,93.1,A
756454,23.2,98.7,5.8,100.0,A
756458,13.7,96.4,5.8,94.6,A
756459,23.5,83.9,4.8,100.0,A
756461,26.3,81.5,4.8,100.0,A
756463,31.8,85.8,1.6,100.0,A
756466,14.9,88.3,5.5,90.2,A
756467,20.0,62.8,3.9,100.0,A
756471,14.3,88.4,7.2,98.1,A
756472,12.3,95.6,5.3,90.1,A
756479,17.9,91.9,7.9,94.0,A
756482,18.0,97.1,8.5,100.0,A
756484,23.4,88.5,6.7,100.0,A
756485,22.9,100.0,4.0,100.0,A
756486,21.9,91.8,5.8,95.9,A
756487,25.2,100.0,5.3,100.0,A
756488,17.3,93.6,3.0,98.0,A
756489,20.5,91.4,7.1,100.0,A
756490,17.5,89.5,6.4,94.4,A
756492,22.2,81.9,7.2,100.0,A
756495,16.5,79.2,9.6,92.8,A
756496,26.4,76.9,5.3,100.0,A
756498,16.6,67.9,3.7,100.0,A
756500,15.1,77.7,4.9,100.0,A
756503,17.8,73.8,7.4,90.3,A
756507,23.0,99.0,5.4,100.0,A
756511,19.2,75.9,7.2,100.0,A
756512,17.9,100.0,6.1,96.5,A
756514,18.9,74.8,6.9,95.3,A
756516,20.6,91.7,7.5,95.3,A
756521,13.5,83.1,3.5,94.4,A
756525,27.7,97.1,7.6,100.0,A
756528,16.8,84.4,2.9,93.8,A
756530,23.0,88.9,5.9,100.0,A
756532,24.6,93.7,5.1,100.0,A
756534,30.9,94.4,5.1,100.0,A
756535,22.8,95.3,9.3,100.0,A
756537,13.9,74.1,5.8,100.0,A
756546,20.6,70.3,3.5,100.0,A
756547,24.1,79.8,9.1,100.0,A
756549,19.3,72.3,10.0,97.1,A
756550,25.9,86.8,2.4,100.0,A
756552,22.0,98.5,6.0,100.0,A
756557,17.2,76.0,6.4,93.7,A
756558,14.7,91.2,6.3,100.0,A
756559,6.6,96.7,6.0,96.5,A
756562,27.6,88.2,6.5,100.0,A
756566,24.4,100.0,3.7,93.9,A
756568,15.7,95.1,4.0,94.0,A
756569,12.1,83.6,7.7,97.1,A
756570,13.8,76.1,8.8,90.4,A
756571,24.3,83.6,5.1,100.0,A
756578,20.0,85.2,8.3,99.2,A
756581,24.4,75.3,4.4,100.0,A
756582,28.9,81.6,6.0,100.0,A
756585,28.4,87.9,6.3,100.0,A
756588,15.5,67.4,6.4,96.5,A
756589,27.0,79.7,8.2,100.0,A
756592,33.0,89.6,3.8,100.0,A
756596,17.5,79.6,6.2,100.0,A
756598,15.4,88.7,4.5,93.0,A
756603,22.0,76.2,4.9,99.1,A
756605,9.5,91.7,4.4,93.0,A
756610,30.4,92.7,4.2,100.0,A
756614,28.8,81.6,7.2,100.0,A
756615,27.3,84.3,5.4,100.0,A
756617,24.3,89.8,7.5,100.0,A
756618,13.5,75.9,5.8,92.1,A
756622,24.5,77.8,6.1,100.0,A
756624,23.3,92.3,6.6,100.0,A
756626,22.9,74.1,6.0,100.0,A
756627,20.7,90.2,10.0,98.5,A
756632,21.0,63.5,3.4,97.8,A
756633,18.0,91.5,6.7,96.2,A
756635,8.8,91.4,6.6,90.8,A
756638,19.5,79.5,8.0,100.0,A
756641,16.1,88.9,3.3,95.7,A
756642,24.8,90.2,4.2,100.0,A
756643,25.0,89.0,6.0,92.5,A
756645,17.3,92.8,9.1,100.0,A
756648,29.1,88.1,7.0,100.0,A
756649,25.7,80.6,7.6,100.0,A
756653,24.0,86.0,7.7,92.9,A
756654,20.9,74.7,6.7,100.0,A
756656,17.6,85.6,6.9,100.0,A
756657,23.6,84.1,2.9,100.0,A
756663,24.5,96.5,5.2,100.0,A
756664,22.0,88.7,6.9,93.2,A
756665,19.1,79.0,6.8,100.0,A
756674,21.6,85.2,7.3,100.0,A
756676,15.4,73.4,9.7,97.9,A
756679,15.8,66.4,7.4,90.2,A
756683,21.5,63.7,3.9,100.0,A
756684,34.1,78.7,3.8,100.0,A
756685,13.4,67.3,4.0,92.1,A
756688,38.0,84.3,4.8,100.0,A
756690,26.2,87.6,9.3,100.0,A
756697,14.6,78.5,5.5,94.9,A
756698,22.9,78.2,5.6,100.0,A
756702,28.0,91.4,6.7,100.0,A
756705,23.2,87.7,5.9,100.0,A
756706,18.0,85.3,5.4,96.8,A
756707,16.1,94.4,8.4,93.2,A
756708,23.8,77.8,3.4,100.0,A
756709,17.1,98.2,8.4,97.7,A
756710,23.6,71.4,4.7,100.0,A
756715,26.6,90.1,5.6,100.0,A
756717,14.6,95.8,5.9,100.0,A
756720,27.9,93.1,6.9,100.0,A
756721,21.5,66.8,5.9,100.0,A
756724,19.4,56.7,4.9,95.6,A
756725,21.7,80.5,5.6,100.0,A
756726,21.2,90.4,7.0,100.0,A
756732,19.6,92.5,5.0,99.2,A
756736,14.7,92.6,5.5,94.5,A
756740,17.6,84.6,6.1,95.6,A
756741,23.1,100.0,4.2,96.4,A
756744,16.5,80.2,6.9,90.4,A
756748,25.7,75.4,6.0,100.0,A
756751,19.4,83.6,0.9,100.0,A
756752,20.9,72.6,5.5,96.9,A
756753,22.1,98.8,3.9,100.0,A
756755,21.1,81.1,7.2,98.8,A
756756,19.3,73.0,9.4,100.0,A
756757,20.1,96.2,4.1,100.0,A
756758,22.3,100.0,3.7,96.7,A
756759,28.8,85.0,8.3,100.0,A
756766,11.9,81.1,6.8,93.1,A
756771,14.3,89.2,6.1,100.0,A
756772,22.5,72.8,5.4,100.0,A
756775,29.4,77.9,7.3,100.0,A
756777,14.1,92.3,2.5,99.7,A
756778,17.8,95.8,5.4,100.0,A
756780,28.5,81.6,6.7,100.0,A
756785,10.0,78.5,9.5,91.5,A
756786,13.6,80.7,6.1,92.2,A
756787,18.9,77.9,8.0,100.0,A
756793,17.9,71.0,8.7,100.0,A
756795,20.8,90.9,7.8,97.8,A
756796,24.6,85.9,5.7,100.0,A
756797,16.2,74.7,5.0,100.0,A
756799,27.5,97.0,5.8,100.0,A
756801,18.1,75.1,2.7,91.3,A
756802,15.5,92.4,5.7,100.0,A
756804,19.2,84.4,6.9,91.5,A
756806,23.0,88.9,9.8,100.0,A
756807,22.2,100.0,5.2,100.0,A
756808,14.7,70.1,5.0,90.9,A
756809,26.8,100.0,5.3,100.0,A
756810,28.3,60.8,6.0,100.0,A
756813,26.8,91.2,7.2,100.0,A
756814,15.1,89.4,4.8,100.0,A
756815,19.9,90.3,8.4,94.1,A
756817,17.5,98.4,6.5,100.0,A
756818,18.6,97.3,1.9,97.9,A
756820,13.7,86.8,2.6,95.7,A
756829,15.5,95.1,3.9,93.5,A
756830,19.7,87.0,5.2,100.0,A
756838,15.0,100.0,2.1,90.6,A
756843,14.0,77.5,6.5,99.3,A
756846,18.5,100.0,9.4,96.4,A
756849,18.2,72.1,6.1,100.0,A
756850,18.9,96.5,3.8,100.0,A
756851,22.9,82.5,7.1,100.0,A
756853,13.8,91.4,4.5,91.3,A
756857,21.6,94.0,4.6,100.0,A
756858,19.8,77.9,6.0,98.0,A
756859,21.3,89.9,2.5,100.0,A
756861,24.8,88.8,6.4,100.0,A
756862,20.0,75.9,8.6,100.0,A
756863,19.9,79.8,8.6,100.0,A
756865,20.9,95.1,5.2,98.6,A
756868,31.0,74.7,6.6,100.0,A
756870,16.8,82.1,8.9,100.0,A
756872,20.8,85.7,7.5,95.0,A
756873,20.2,78.6,6.0,100.0,A
756874,23.6,84.6,7.0,100.0,A
756877,20.1,100.0,3.1,99.2,A
756879,22.4,84.1,3.6,99.0,A
756880,24.6,78.4,5.0,100.0,A
756887,19.8,97.7,5.2,94.3,A
756888,19.3,63.1,7.2,97.7,A
756890,25.0,94.9,7.2,100.0,A
756895,25.4,54.2,8.0,94.4,A
756899,15.9,91.5,4.3,91.7,A
756900,28.9,74.0,6.6,100.0,A
756901,16.3,95.2,5.0,95.2,A
756904,17.7,77.7,5.2,100.0,A
756907,19.0,88.3,6.0,91.7,A
756909,21.2,75.5,8.2,90.9,A
756914,23.1,80.8,1.4,100.0,A
756915,16.8,84.0,4.0,100.0,A
756916,22.3,91.4,6.5,92.5,A
756917,26.6,94.2,2.2,100.0,A
756918,13.4,100.0,4.8,91.5,A
756922,14.8,81.6,5.4,90.5,A
756923,26.3,86.5,6.2,100.0,A
756924,20.6,100.0,8.7,94.0,A
756925,23.2,100.0,7.6,100.0,A
756926,17.4,91.3,2.9,93.2,A
756930,17.2,88.3,7.0,93.3,A
756933,25.1,95.0,4.1,100.0,A
756938,19.3,88.2,5.8,100.0,A
756939,25.9,73.7,4.2,100.0,A
756944,17.1,75.7,1.2,99.0,A
756949,18.4,90.7,9.3,99.1,A
756951,20.0,83.7,3.8,92.3,A
756954,25.6,87.2,3.6,100.0,A
756955,14.6,86.3,4.1,100.0,A
756958,22.5,99.4,8.0,100.0,A
756960,17.4,81.4,4.4,94.6,A
756965,16.6,98.8,5.8,100.0,A
756969,16.1,88.6,4.7,99.5,A
756970,14.1,76.6,4.3,92.3,A
756976,21.6,75.1,6.0,100.0,A
756977,19.3,97.8,8.0,90.8,A
756979,12.1,86.8,6.5,92.0,A
756980,18.5,81.6,5.4,90.5,A
756981,15.8,79.0,5.5,91.8,A
756982,19.5,91.2,6.5,100.0,A
756984,18.0,79.3,5.3,95.3,A
756985,15.4,71.9,4.3,100.0,A
756988,22.0,75.1,8.0,100.0,A
756990,15.0,88.1,5.1,92.5,A
756993,19.7,82.3,4.9,93.1,A
756994,23.7,91.0,10.0,100.0,A
756995,19.7,68.8,7.0,92.0,A
756997,19.0,94.4,8.4,97.9,A
756999,19.7,100.0,6.8,90.3,A
757001,15.1,75.3,5.7,94.0,A
757002,25.4,79.3,8.2,100.0,A
757003,18.0,81.5,6.5,100.0,A
757004,29.1,77.9,4.9,100.0,A
757006,8.0,85.2,8.2,90.6,A
757008,33.3,82.4,8.5,100.0,A
757011,25.4,100.0,7.0,100.0,A
757013,27.8,92.7,3.5,99.1,A
757015,20.4,88.9,7.3,100.0,A
757017,27.4,79.6,5.6,100.0,A
757018,23.2,79.0,8.5,100.0,A
757019,25.6,59.4,8.3,100.0,A
757023,20.1,99.5,9.3,98.9,A
757025,20.1,83.2,2.5,100.0,A
757026,33.1,93.5,3.3,100.0,A
757033,12.9,82.0,2.9,95.4,A
757035,16.4,77.1,6.1,97.7,A
757036,28.0,87.8,5.7,100.0,A
757041,38.1,85.2,7.0,100.0,A
757042,17.4,66.1,4.2,100.0,A
757043,14.2,96.8,3.6,93.9,A
757044,23.2,87.7,7.2,100.0,A
757045,23.3,95.4,7.4,100.0,A
757046,19.1,86.7,5.9,95.1,A
757047,23.2,70.4,7.5,100.0,A
757048,26.2,90.1,4.2,100.0,A
757050,24.5,89.7,1.3,98.9,A
757052,21.7,81.2,5.6,97.2,A
757054,20.6,89.6,3.0,100.0,A
757057,26.3,90.8,9.4,100.0,A
757060,18.0,97.2,5.6,100.0,A
757061,14.0,100.0,4.8,96.5,A
757062,23.1,89.0,5.5,100.0,A
757065,19.5,88.7,5.9,100.0,A
757069,33.8,100.0,3.7,100.0,A
757071,11.7,84.3,4.7,94.4,A
757073,13.8,81.5,5.4,92.0,A
757078,21.7,86.5,6.7,100.0,A
757080,20.8,82.1,6.2,92.9,A
757083,24.1,92.2,6.8,100.0,A
757084,15.7,79.0,9.2,95.8,A
757087,18.4,87.2,7.5,90.7,A
757088,20.4,83.0,4.9,100.0,A
757092,28.6,77.4,3.7,100.0,A
757093,18.8,100.0,4.1,100.0,A
757095,15.4,81.1,5.6,100.0,A
757097,28.3,87.3,6.2,100.0,A
757101,17.5,84.4,6.0,97.0,A
757103,23.2,83.8,4.0,100.0,A
757104,9.8,89.5,7.4,92.8,A
757105,27.6,86.2,6.2,100.0,A
757106,28.4,88.2,8.3,100.0,A
757107,20.8,92.9,5.0,100.0,A
757108,15.6,80.6,7.9,99.7,A
757110,28.0,75.3,9.8,100.0,A
757111,27.0,100.0,5.2,100.0,A
757116,15.5,95.7,9.5,97.0,A
757117,22.8,78.8,7.8,100.0,A
757119,21.5,100.0,5.7,100.0,A
757122,22.6,98.9,4.5,95.1,A
757123,20.2,77.9,4.9,100.0,A
757125,21.6,96.2,9.8,100.0,A
757126,28.0,90.6,5.6,100.0,A
757127,17.5,80.6,7.9,100.0,A
757129,19.2,72.1,7.6,95.0,A
757132,19.0,82.5,4.2,97.4,A
757135,22.7,72.8,7.3,97.3,A
757136,19.4,89.5,3.1,91.1,A
757138,19.4,92.9,4.5,100.0,A
757142,13.6,79.0,5.4,100.0,A
757148,24.1,88.1,5.0,100.0,A
757150,13.1,100.0,6.5,93.5,A
757151,24.5,96.1,5.9,98.7,A
757153,21.2,93.3,5.5,100.0,A
757154,22.6,94.0,2.4,100.0,A
757156,22.6,95.1,8.0,100.0,A
757159,14.3,86.0,4.5,100.0,A
757160,24.8,78.3,5.4,100.0,A
757165,19.1,90.7,6.8,93.3,A
757166,15.7,78.3,5.0,100.0,A
757173,18.9,87.6,9.9,100.0,A
757174,26.5,74.6,7.0,100.0,A
757180,14.5,90.9,3.1,93.6,A
757182,14.8,78.7,4.8,92.2,A
757187,15.6,91.1,4.2,93.8,A
757188,21.3,84.9,6.4,100.0,A
757189,29.4,95.1,6.0,100.0,A
757190,23.4,78.0,5.6,100.0,A
757191,23.7,100.0,2.9,95.9,A
757192,13.1,92.5,7.9,95.0,A
757196,10.2,69.2,7.4,96.4,A
757197,27.0,82.7,4.3,100.0,A
757198,23.4,85.0,6.1,100.0,A
757199,24.3,88.1,6.4,100.0,A
757202,21.1,79.2,8.2,100.0,A
757203,13.4,73.6,5.6,95.8,A
757206,18.0,73.8,7.3,100.0,A
757207,25.5,95.9,5.3,100.0,A
757208,17.9,78.5,8.8,100.0,A
757212,26.2,94.5,3.1,100.0,A
757215,22.7,77.3,6.2,100.0,A
757217,19.7,84.9,9.3,100.0,A
757220,19.7,80.8,8.9,100.0,A
757227,24.6,91.1,6.3,96.7,A
757229,18.6,79.2,5.8,94.3,A
757233,22.1,89.8,6.6,100.0,A
757236,20.0,80.0,6.0,92.6,A
757237,20.4,97.5,5.8,100.0,A
757240,26.2,87.7,8.0,100.0,A
757244,24.2,68.8,7.7,100.0,A
757248,18.8,84.6,6.0,100.0,A
757250,14.9,99.3,5.0,100.0,A
757251,23.3,79.0,5.1,93.7,A
757253,31.3,85.2,2.8,100.0,A
757254,23.5,89.9,4.4,93.4,A
757255,18.9,81.9,8.8,100.0,A
757259,19.8,82.4,5.9,91.4,A
757262,24.7,78.7,10.0,100.0,A
757263,22.1,79.6,5.4,92.4,A
757266,18.0,83.8,6.1,91.5,A
757269,17.5,65.9,4.0,100.0,A
757271,35.8,86.5,5.0,100.0,A
757272,20.3,80.8,7.5,97.5,A
757273,18.4,78.9,1.3,97.0,A
757277,22.1,68.7,6.0,100.0,A
757281,22.0,92.5,5.0,100.0,A
757282,22.0,100.0,7.2,100.0,A
757283,23.2,90.1,5.4,100.0,A
757289,22.9,99.6,6.0,98.8,A
757293,20.9,77.8,5.9,100.0,A
757297,19.0,73.1,9.0,95.9,A
757299,30.3,85.0,6.4,100.0,A
757300,17.4,72.1,9.3,92.2,A
757301,24.0,54.0,9.8,100.0,A
757302,26.9,80.7,5.2,100.0,A
757304,19.2,94.6,7.3,98.9,A
757309,24.0,94.7,3.9,100.0,A
757313,6.3,77.4,7.2,91.2,A
757315,24.9,93.2,5.5,100.0,A
757316,19.9,82.9,6.4,100.0,A
757317,25.2,88.3,5.4,100.0,A
757318,19.6,86.4,6.5,100.0,A
757319,21.7,97.4,1.4,100.0,A
757321,23.5,97.8,9.5,100.0,A
757325,28.8,79.3,3.8,100.0,A
757329,17.8,90.8,4.1,100.0,A
757331,27.6,83.4,4.7,100.0,A
757332,21.8,87.4,5.4,100.0,A
757335,18.6,100.0,3.9,94.0,A
757338,31.1,85.2,6.2,100.0,A
757339,18.8,85.4,3.2,94.9,A
757341,20.9,94.1,0.2,100.0,A
757342,19.1,93.8,3.9,100.0,A
757345,19.6,85.1,8.5,96.8,A
757346,25.3,69.0,4.1,100.0,A
757350,23.9,84.2,3.3,100.0,A
757351,11.9,70.6,4.8,91.5,A
757352,19.5,70.8,6.0,100.0,A
757353,15.4,78.0,4.5,100.0,A
757354,28.3,91.6,8.0,100.0,A
757355,24.1,91.5,7.1,100.0,A
757358,17.6,81.3,5.3,91.0,A
757360,26.5,98.6,6.3,100.0,A
757361,19.1,92.0,3.6,100.0,A
757362,28.5,99.2,7.7,100.0,A
757366,24.2,88.1,6.5,100.0,A
757367,13.0,73.3,5.9,94.8,A
757372,22.9,78.6,5.4,100.0,A
757374,8.4,78.2,4.3,91.6,A
757376,21.1,90.5,3.1,100.0,A
757378,27.1,79.8,7.5,100.0,A
757380,24.9,65.8,7.8,100.0,A
757381,19.1,68.1,4.2,90.9,A
757384,18.3,96.1,10.0,100.0,A
757385,19.6,100.0,0.0,92.4,A
757387,24.5,84.8,7.0,100.0,A
757391,20.1,80.4,6.5,100.0,A
757392,35.1,79.6,4.3,100.0,A
757396,22.6,100.0,6.1,100.0,A
757398,15.9,86.3,7.1,90.3,A
757400,22.4,74.4,4.7,100.0,A
757401,21.3,74.5,3.5,100.0,A
757402,19.4,77.8,7.7,100.0,A
757404,16.6,80.9,7.8,90.6,A
757406,14.4,91.5,5.7,91.3,A
757407,17.1,82.9,4.1,99.0,A
757409,15.3,100.0,7.8,100.0,A
757412,21.0,85.5,8.1,100.0,A
757413,23.3,77.7,7.6,100.0,A
757414,20.5,86.8,6.4,91.2,A
757415,18.1,91.4,7.0,91.0,A
757418,16.3,96.9,5.6,100.0,A
757419,29.8,92.3,6.3,100.0,A
757420,20.2,87.1,6.7,99.1,A
757422,15.3,98.5,3.2,93.5,A
757423,22.2,75.3,3.2,98.2,A
757427,14.2,74.1,4.4,100.0,A
757428,18.1,75.6,7.6,100.0,A
757429,27.2,72.0,6.5,100.0,A
757430,17.9,100.0,7.0,100.0,A
757431,34.0,100.0,2.8,100.0,A
757432,17.1,80.9,6.9,92.4,A
757433,24.8,86.7,5.0,100.0,A
757436,25.0,81.7,6.3,100.0,A
757438,19.0,89.5,5.0,100.0,A
757439,21.8,71.5,3.8,100.0,A
757440,20.6,76.7,4.3,100.0,A
757441,19.8,80.2,5.7,100.0,A
757443,21.3,87.0,1.8,92.7,A
757444,18.5,90.7,8.1,96.7,A
757445,25.7,75.2,2.6,100.0,A
757447,21.1,97.2,5.8,96.0,A
757448,22.3,83.0,4.3,100.0,A
757449,28.0,85.0,4.9,100.0,A
757452,16.5,95.0,3.9,94.8,A
757453,20.5,82.4,4.4,100.0,A
757454,15.8,100.0,4.5,95.3,A
757456,16.5,81.8,6.8,100.0,A
757457,23.2,100.0,6.1,100.0,A
757462,27.3,90.7,4.7,100.0,A
757464,24.9,100.0,6.5,100.0,A
757467,26.6,74.7,3.6,100.0,A
757468,17.7,63.6,5.4,100.0,A
757472,19.0,84.2,5.6,100.0,A
757477,21.8,100.0,6.4,94.1,A
757478,23.5,85.8,4.4,100.0,A
757481,15.9,81.8,4.0,100.0,A
757483,22.7,81.3,7.2,100.0,A
757485,26.1,96.4,7.3,100.0,A
757486,27.4,85.1,4.4,100.0,A
757487,17.2,73.9,3.0,96.9,A
757489,26.6,97.8,6.0,100.0,A
757490,33.2,87.8,7.0,100.0,A
757492,11.7,87.8,5.6,100.0,A
757495,22.0,69.8,4.4,97.6,A
757496,20.8,87.2,4.4,93.2,A
757497,19.3,90.5,7.1,99.2,A
757498,23.7,70.0,5.7,100.0,A
757499,14.5,100.0,4.8,100.0,A
757500,23.7,82.2,8.4,100.0,A
757503,18.0,74.9,7.2,99.5,A
757504,19.3,80.9,1.9,100.0,A
757505,25.4,79.8,5.1,100.0,A
757507,18.8,91.8,7.1,98.3,A
757509,14.3,80.5,7.3,98.2,A
757510,14.9,83.6,6.2,100.0,A
757514,22.1,83.3,4.6,100.0,A
757519,23.6,79.3,0.8,100.0,A
757521,19.2,66.2,5.0,100.0,A
757525,25.4,76.8,6.5,100.0,A
757527,31.0,84.8,7.8,100.0,A
757528,10.3,84.9,4.5,94.6,A
757533,18.9,71.3,4.8,93.7,A
757534,13.1,95.6,7.6,90.6,A
757537,21.4,88.8,5.2,100.0,A
757538,17.4,68.8,6.9,94.2,A
757539,17.8,93.6,7.8,100.0,A
757540,16.6,69.6,5.2,100.0,A
757542,11.5,73.4,3.6,97.8,A
757543,25.2,95.4,4.7,100.0,A
757546,18.3,89.1,8.7,100.0,A
757549,25.9,97.8,6.4,100.0,A
757554,26.1,79.0,3.7,100.0,A
757558,19.2,79.6,9.6,96.6,A
757561,15.1,77.7,8.8,94.3,A
757564,29.0,80.5,9.4,100.0,A
757566,24.9,88.2,5.3,100.0,A
757567,19.8,91.9,6.8,94.2,A
757569,22.1,95.3,3.2,94.3,A
757570,21.6,70.0,6.3,100.0,A
757572,30.5,79.3,6.1,100.0,A
757573,19.1,69.2,5.0,100.0,A
757576,15.3,74.7,6.7,96.1,A
757578,22.1,86.7,9.6,100.0,A
757581,22.0,93.6,5.2,100.0,A
757583,10.6,86.0,3.9,92.4,A
757584,17.7,91.7,8.4,90.0,A
757587,20.4,90.3,8.4,90.5,A
757588,15.0,75.4,5.6,93.2,A
757593,12.1,69.1,5.2,93.6,A
757598,36.1,87.9,4.5,100.0,A
757600,20.7,94.8,8.6,100.0,A
757602,30.5,87.7,10.0,100.0,A
757603,20.0,87.6,5.2,99.9,A
757604,13.8,85.1,5.1,100.0,A
757612,17.9,66.4,6.9,95.9,A
757614,22.1,78.5,6.6,100.0,A
757616,16.9,86.2,5.1,100.0,A
757617,11.5,87.0,2.8,91.3,A
757618,21.8,98.3,4.8,97.6,A
757619,20.1,89.4,6.8,97.6,A
757621,36.8,82.7,5.0,100.0,A
757622,17.0,91.8,7.3,94.4,A
757624,25.1,81.4,7.0,100.0,A
757626,21.8,87.5,2.6,100.0,A
757629,26.0,84.0,7.3,100.0,A
757630,16.3,83.0,9.5,92.5,A
757631,17.8,93.6,4.7,98.8,A
757638,13.3,79.9,6.8,96.0,A
757639,16.7,100.0,8.2,100.0,A
757643,20.1,94.2,4.9,96.2,A
757648,22.5,97.4,3.6,91.7,A
757649,26.1,89.6,7.5,100.0,A
757652,31.0,66.0,5.4,100.0,A
757653,22.3,85.9,6.3,100.0,A
757654,19.8,78.7,9.1,91.5,A
757655,18.6,75.2,6.0,95.5,A
757659,17.8,91.1,6.2,92.4,A
757660,21.7,100.0,5.5,100.0,A
757661,20.2,86.7,6.4,100.0,A
757662,13.4,77.4,3.9,91.5,A
757663,17.2,100.0,5.7,95.9,A
757664,23.1,99.2,7.3,100.0,A
757665,22.1,95.1,3.2,98.8,A
757666,17.8,92.0,5.7,100.0,A
757667,19.4,85.6,5.2,100.0,A
757668,21.0,94.9,9.7,100.0,A
757669,19.1,81.4,6.5,100.0,A
757672,26.8,85.9,4.9,100.0,A
757673,29.0,78.0,6.6,100.0,A
757674,23.8,89.2,6.3,100.0,A
757677,16.4,91.2,6.5,91.8,A
757679,21.2,89.5,6.6,94.6,A
757681,14.0,95.5,3.5,100.0,A
757682,20.0,82.9,4.3,100.0,A
757684,18.6,79.6,4.7,97.6,A
