Year,Country,Sector,Expenditure_USD_Million,GDP_Percentage,Expenditure_GDP_Ratio,Spending_Tier,GDP_Contribution,Decade,Growth_Indicator
2009,Finland,Social protection,57102.39,22.61648,2524.702,Major Spender,Critical,2000,Not Calculated
2009,France,Total function,1.5436085e+06,57.26586,26954.656,Mega Spender,Critical,2000,Not Calculated
2009,France,Social protection,640245.56,23.75228,26953.986,Mega Spender,Critical,2000,Not Calculated
2009,Georgia,Total function,3972.793,35.07509,113.262146,Low Spender,Critical,2000,Not Calculated
2009,Germany,Total function,1.6442392e+06,48.39433,33975.164,Mega Spender,Critical,2000,Not Calculated
2009,Germany,Social protection,705810.1,20.77387,33974.227,Mega Spender,Critical,2000,Not Calculated
2009,Greece,Total function,179186.3,54.30211,3299.743,Mega Spender,Critical,2000,Not Calculated
2009,Greece,Social protection,61766.547,18.71825,3299.6272,Major Spender,Critical,2000,Not Calculated
2009,Greece,General public services,40051.176,12.13744,3299.5322,Moderate Spender,Critical,2000,Not Calculated
2009,Hungary,Total function,66267.37,50.55904,1310.6669,Major Spender,Critical,2000,Not Calculated
2009,Hungary,Social protection,23662.012,18.05306,1310.62,Moderate Spender,Critical,2000,Not Calculated
2009,Hungary,General public services,13242.329,10.10331,1310.5624,Moderate Spender,Critical,2000,Not Calculated
2009,Iceland,Total function,7047.777,53.57727,131.5417,Low Spender,Critical,2000,Not Calculated
2009,Iceland,Social protection,1408.97,10.71101,131.5318,Low Spender,Critical,2000,Not Calculated
2009,Iceland,General public services,2032.613,15.45195,131.5356,Low Spender,Critical,2000,Not Calculated
2009,Indonesia,Total function,98171.91,17.08808,5744.7163,Major Spender,Critical,2000,Not Calculated
2009,Iran (Islamic Republic of),Total function,111513.2,25.37965,4393.631,Mega Spender,Critical,2000,Not Calculated
2009,Iran (Islamic Republic of),Social protection,41479.465,9.44044,4393.341,Moderate Spender,Significant,2000,Not Calculated
2009,Ireland,Total function,110830.15,47.06258,2354.9026,Mega Spender,Critical,2000,Not Calculated
2009,Ireland,Social protection,41874.34,17.78139,2354.8208,Moderate Spender,Critical,2000,Not Calculated
2009,Israel,Total function,89596.0,43.08505,2079.4666,Major Spender,Critical,2000,Not Calculated
2009,Israel,Social protection,23238.164,11.1748,2079.3289,Moderate Spender,Critical,2000,Not Calculated
2009,Italy,Total function,1.1244039e+06,51.31663,21910.674,Mega Spender,Critical,2000,Not Calculated
2009,Italy,Social protection,433883.34,19.80199,21909.992,Mega Spender,Critical,2000,Not Calculated
2009,Italy,General public services,203652.19,9.29448,21908.73,Mega Spender,Significant,2000,Not Calculated
2009,Japan,Total function,2.133419e+06,40.33314,52893.63,Mega Spender,Critical,2000,Not Calculated
2009,Japan,Social protection,829752.3,15.6868,52891.566,Mega Spender,Critical,2000,Not Calculated
2009,Kazakhstan,Total function,34755.91,30.14162,1153.0487,Moderate Spender,Critical,2000,Not Calculated
2009,"Korea, Republic of",Total function,304629.62,32.27207,9439.127,Mega Spender,Critical,2000,Not Calculated
2009,Latvia,Total function,11944.359,45.22087,264.12793,Moderate Spender,Critical,2000,Not Calculated
2009,Latvia,Social protection,3675.81,13.91647,264.1148,Low Spender,Critical,2000,Not Calculated
2009,Lithuania,Total function,16863.742,45.10616,373.85956,Moderate Spender,Critical,2000,Not Calculated
2009,Lithuania,Social protection,6680.171,17.86773,373.84702,Low Spender,Critical,2000,Not Calculated
2009,Luxembourg,Total function,23254.635,42.86652,542.4768,Moderate Spender,Critical,2000,Not Calculated
2009,Luxembourg,Social protection,9633.595,17.75812,542.45905,Low Spender,Critical,2000,Not Calculated
2009,Malaysia,Total function,57415.215,28.38719,2022.5035,Major Spender,Critical,2000,Not Calculated
2009,Malaysia,General public services,19400.338,9.5919,2022.3641,Moderate Spender,Significant,2000,Not Calculated
2009,Maldives,Total function,867.521,36.98985,23.452314,Low Spender,Critical,2000,Not Calculated
2009,Maldives,General public services,219.972,9.37928,23.450472,Low Spender,Significant,2000,Not Calculated
2009,Malta,Total function,3593.378,41.32324,86.955696,Low Spender,Critical,2000,Not Calculated
2009,Malta,Social protection,1214.437,13.96582,86.95157,Low Spender,Critical,2000,Not Calculated
2009,Mauritius,Total function,2010.391,22.02241,91.28428,Low Spender,Critical,2000,Not Calculated
2009,"Moldova, Republic of",Total function,2457.907,37.65008,65.28118,Low Spender,Critical,2000,Not Calculated
2009,"Moldova, Republic of",Social protection,818.285,12.53445,65.27767,Low Spender,Critical,2000,Not Calculated
2009,Mongolia,Total function,1670.721,31.43432,53.147892,Low Spender,Critical,2000,Not Calculated
2009,Mongolia,Social protection,512.793,9.64811,53.14407,Low Spender,Significant,2000,Not Calculated
2009,Netherlands (Kingdom of the),Total function,417401.2,48.08631,8680.069,Mega Spender,Critical,2000,Not Calculated
2009,Netherlands (Kingdom of the),Social protection,143117.23,16.48769,8679.722,Mega Spender,Critical,2000,Not Calculated
2009,New Zealand,Total function,47431.78,39.0788,1213.7161,Moderate Spender,Critical,2000,Not Calculated
2009,New Zealand,Social protection,14808.262,12.20045,1213.6477,Moderate Spender,Critical,2000,Not Calculated
2009,Norway,Total function,179577.8,46.50005,3861.801,Mega Spender,Critical,2000,Not Calculated
2009,Norway,Social protection,68876.914,17.83506,3861.6665,Major Spender,Critical,2000,Not Calculated
2009,Panama,Total function,4949.93,18.25422,271.15152,Low Spender,Critical,2000,Not Calculated
2009,Paraguay,Total function,3212.578,14.3669,223.5941,Low Spender,Critical,2000,Not Calculated
2009,Peru,Total function,25309.643,20.94289,1208.45,Moderate Spender,Critical,2000,Not Calculated
2009,Philippines,Total function,30078.762,17.09266,1759.6443,Moderate Spender,Critical,2000,Not Calculated
2009,Poland,Total function,197939.4,45.01368,4397.219,Mega Spender,Critical,2000,Not Calculated
2009,Poland,Social protection,70849.02,16.11188,4397.043,Major Spender,Critical,2000,Not Calculated
2009,Portugal,Total function,122879.45,50.42513,2436.821,Mega Spender,Critical,2000,Not Calculated
2009,Portugal,Social protection,42026.703,17.24619,2436.7278,Moderate Spender,Critical,2000,Not Calculated
2009,Romania,Total function,69524.96,39.9334,1740.9792,Major Spender,Critical,2000,Not Calculated
2009,Romania,Social protection,22792.06,13.09119,1740.8898,Moderate Spender,Critical,2000,Not Calculated
2009,Russian Federation,Total function,584114.4,47.31145,12345.892,Mega Spender,Critical,2000,Not Calculated
2009,Russian Federation,Social protection,145174.8,11.75871,12345.1,Mega Spender,Critical,2000,Not Calculated
2009,Russian Federation,General public services,143451.44,11.61912,12345.091,Mega Spender,Critical,2000,Not Calculated
2009,Serbia,Total function,19208.805,38.28096,501.77173,Moderate Spender,Critical,2000,Not Calculated
2009,Serbia,Social protection,7705.532,15.35625,501.75208,Low Spender,Critical,2000,Not Calculated
2009,Seychelles,Total function,249.951,29.13618,8.578422,Low Spender,Critical,2000,Not Calculated
2009,Seychelles,General public services,151.226,17.62801,8.578247,Low Spender,Critical,2000,Not Calculated
2009,Singapore,Total function,32845.098,16.91735,1941.3889,Moderate Spender,Critical,2000,Not Calculated
2009,Slovakia,Total function,39700.055,44.5863,890.3893,Moderate Spender,Critical,2000,Not Calculated
2009,Slovakia,Social protection,13474.602,15.13304,890.3505,Moderate Spender,Critical,2000,Not Calculated
2009,Slovenia,Total function,24960.719,49.55963,503.64005,Moderate Spender,Critical,2000,Not Calculated
2009,Slovenia,Social protection,9300.256,18.4657,503.62308,Low Spender,Critical,2000,Not Calculated
2009,South Africa,Total function,122579.65,37.17305,3297.4521,Mega Spender,Critical,2000,Not Calculated
2009,Spain,Total function,689517.7,46.41672,14854.622,Mega Spender,Critical,2000,Not Calculated
2009,Spain,Social protection,240869.16,16.21475,14854.025,Mega Spender,Critical,2000,Not Calculated
2009,Sri Lanka,Total function,10064.946,20.90632,481.40778,Moderate Spender,Critical,2000,Not Calculated
2009,Sweden,Total function,228686.48,52.38664,4365.276,Mega Spender,Critical,2000,Not Calculated
2009,Sweden,Social protection,93387.1,21.39276,4365.1562,Major Spender,Critical,2000,Not Calculated
2009,"Switzerland, Liechtenstein",Total function,181163.42,32.16907,5631.4277,Mega Spender,Critical,2000,Not Calculated
2009,"Switzerland, Liechtenstein",Social protection,69523.97,12.34532,5631.149,Major Spender,Critical,2000,Not Calculated
2009,Thailand,Total function,61947.266,21.98969,2816.9768,Major Spender,Critical,2000,Not Calculated
2009,Türkiye,Total function,251289.11,38.70217,6492.7266,Mega Spender,Critical,2000,Not Calculated
2009,Türkiye,Social protection,69735.36,10.74026,6492.288,Major Spender,Critical,2000,Not Calculated
2009,Ukraine,Total function,56660.297,46.61398,1215.4955,Major Spender,Critical,2000,Not Calculated
2009,Ukraine,Social protection,27009.178,22.22024,1215.4668,Moderate Spender,Critical,2000,Not Calculated
2009,United Kingdom,Total function,1.1408911e+06,47.19173,24175.146,Mega Spender,Critical,2000,Not Calculated
2009,United Kingdom,Social protection,401894.78,16.62394,24174.21,Mega Spender,Critical,2000,Not Calculated
2009,United States of America,Total function,6.2536265e+06,42.90814,145741.14,Mega Spender,Critical,2000,Not Calculated
2009,Yemen,Total function,9002.564,31.63289,284.58606,Low Spender,Critical,2000,Not Calculated
2010,Afghanistan,Total function,12897.96,87.74785,146.98723,Moderate Spender,Critical,2010,Not Calculated
2010,Afghanistan,Defence,4192.953,28.52565,146.98372,Low Spender,Critical,2010,Not Calculated
2010,Afghanistan,Public order and safety,3401.8,23.14325,146.98251,Low Spender,Critical,2010,Not Calculated
2010,Albania,Total function,3544.178,29.71571,119.265495,Low Spender,Critical,2010,Not Calculated
2010,Armenia,Total function,2698.573,27.32627,98.75019,Low Spender,Critical,2010,Not Calculated
2010,Australia,Total function,491923.44,37.80837,13010.623,Mega Spender,Critical,2010,Not Calculated
2010,Australia,Social protection,124987.22,9.6063,13009.608,Mega Spender,Significant,2010,Not Calculated
2010,Austria,Total function,207277.33,52.89134,3918.8535,Mega Spender,Critical,2010,Not Calculated
2010,Austria,Social protection,83948.58,21.42132,3918.7437,Major Spender,Critical,2010,Not Calculated
2010,Azerbaijan,Total function,16697.191,31.56011,529.0432,Moderate Spender,Critical,2010,Not Calculated
2010,Azerbaijan,"Mining, manufacturing and construction",5797.795,10.95867,529.01184,Low Spender,Critical,2010,Not Calculated
2010,Belarus,Total function,24855.36,43.4292,572.3059,Moderate Spender,Critical,2010,Not Calculated
2010,Belarus,Social protection,7816.992,13.65845,572.2772,Low Spender,Critical,2010,Not Calculated
2010,Belgium,Total function,259380.97,53.93078,4809.4272,Mega Spender,Critical,2010,Not Calculated
2010,Belgium,Social protection,90770.76,18.87316,4809.261,Major Spender,Critical,2010,Not Calculated
2010,Brazil,Total function,876924.8,39.70073,22087.824,Mega Spender,Critical,2010,Not Calculated
2010,Brazil,Social protection,280625.84,12.70468,22086.643,Mega Spender,Critical,2010,Not Calculated
2010,Brazil,General public services,200361.56,9.0709,22085.953,Mega Spender,Significant,2010,Not Calculated
2010,Bulgaria,Total function,18309.146,36.12528,506.80966,Moderate Spender,Critical,2010,Not Calculated
2010,Bulgaria,Social protection,6517.96,12.86041,506.78424,Low Spender,Critical,2010,Not Calculated
2010,Canada,Total function,616462.6,38.11756,16172.243,Mega Spender,Critical,2010,Not Calculated
2010,Canada,Social protection,174715.83,10.80315,16171.177,Mega Spender,Critical,2010,Not Calculated
2010,China,Total function,1.6716914e+06,27.46246,60869.66,Mega Spender,Critical,2010,Not Calculated
2010,"China, Hong Kong SAR",Total function,41488.105,18.14571,2286.2605,Moderate Spender,Critical,2010,Not Calculated
2010,"China, Macao SAR",Total function,4837.227,17.1279,282.40152,Low Spender,Critical,2010,Not Calculated
2010,Colombia,Total function,84565.24,29.51016,2865.5344,Major Spender,Critical,2010,Not Calculated
2010,Cook Islands,Total function,81.711,33.93468,2.4078197,Low Spender,Critical,2010,Not Calculated
2010,Cook Islands,General public services,23.778,9.87509,2.407633,Low Spender,Significant,2010,Not Calculated
2010,Cyprus,Total function,10757.528,41.73668,257.74142,Moderate Spender,Critical,2010,Not Calculated
2010,Cyprus,Social protection,3124.979,12.12419,257.72617,Low Spender,Critical,2010,Not Calculated
2010,Czechia,Total function,91217.2,43.63,2090.6511,Major Spender,Critical,2010,Not Calculated
2010,Czechia,Social protection,28198.92,13.48779,2090.5447,Moderate Spender,Critical,2010,Not Calculated
2010,Denmark,Total function,182485.12,56.67323,3219.896,Mega Spender,Critical,2010,Not Calculated
2010,Denmark,Social protection,79972.44,24.83653,3219.8225,Major Spender,Critical,2010,Not Calculated
2010,Egypt,Total function,70561.37,32.87576,2146.2385,Major Spender,Critical,2010,Not Calculated
2010,Egypt,Social protection,23892.63,11.13199,2146.1106,Moderate Spender,Critical,2010,Not Calculated
2010,El Salvador,Total function,4862.6,26.35852,184.47226,Low Spender,Critical,2010,Not Calculated
2010,Estonia,Total function,7870.647,40.28974,195.3463,Low Spender,Critical,2010,Not Calculated
2010,Estonia,Social protection,2695.977,13.80067,195.33702,Low Spender,Critical,2010,Not Calculated
2010,Fiji,Total function,846.421,26.95184,31.40378,Low Spender,Critical,2010,Not Calculated
2010,Finland,Total function,134456.84,53.95946,2491.766,Mega Spender,Critical,2010,Not Calculated
2010,Finland,Social protection,56358.867,22.61762,2491.7024,Major Spender,Critical,2010,Not Calculated
2010,France,Total function,1.5046314e+06,56.82203,26479.254,Mega Spender,Critical,2010,Not Calculated
2010,France,Social protection,626230.1,23.64942,26478.605,Mega Spender,Critical,2010,Not Calculated
2010,Georgia,Total function,3815.879,31.16733,122.428085,Low Spender,Critical,2010,Not Calculated
2010,Germany,Total function,1.6366555e+06,48.1886,33962.836,Mega Spender,Critical,2010,Not Calculated
2010,Germany,Social protection,682030.9,20.08126,33961.86,Mega Spender,Critical,2010,Not Calculated
2010,Greece,Total function,157349.31,53.00895,2968.2979,Mega Spender,Critical,2010,Not Calculated
2010,Greece,Social protection,56352.24,18.98434,2968.1975,Major Spender,Critical,2010,Not Calculated
2010,Greece,General public services,36645.46,12.34538,2968.1138,Moderate Spender,Critical,2010,Not Calculated
2010,Hungary,Total function,64518.72,48.81297,1321.7266,Major Spender,Critical,2010,Not Calculated
2010,Hungary,Social protection,22764.707,17.22311,1321.6769,Moderate Spender,Critical,2010,Not Calculated
2010,Hungary,General public services,12297.186,9.30369,1321.6115,Moderate Spender,Significant,2010,Not Calculated
2010,Iceland,Total function,6709.992,48.79582,137.5088,Low Spender,Critical,2010,Not Calculated
2010,Iceland,Social protection,1426.78,10.3757,137.49843,Low Spender,Critical,2010,Not Calculated
2010,Iceland,General public services,1617.789,11.76474,137.49997,Low Spender,Critical,2010,Not Calculated
2010,Indonesia,Total function,121006.336,16.02533,7550.471,Mega Spender,Critical,2010,Not Calculated
2010,Ireland,Total function,144009.69,64.95781,2216.9385,Mega Spender,Critical,2010,Not Calculated
2010,Ireland,Social protection,38806.684,17.50436,2216.846,Moderate Spender,Critical,2010,Not Calculated
2010,Ireland,"General economic, commercial and labour affairs",42486.023,19.16398,2216.8572,Moderate Spender,Critical,2010,Not Calculated
2010,Israel,Total function,96606.52,41.16966,2346.4897,Major Spender,Critical,2010,Not Calculated
2010,Israel,Social protection,25556.73,10.89121,2346.331,Moderate Spender,Critical,2010,Not Calculated
2010,Italy,Total function,1.0665072e+06,49.97649,21339.752,Mega Spender,Critical,2010,Not Calculated
2010,Italy,Social protection,420570.34,19.70791,21339.098,Mega Spender,Critical,2010,Not Calculated
2010,Japan,Total function,2.2585748e+06,39.21769,57589.246,Mega Spender,Critical,2010,Not Calculated
2010,Japan,Social protection,909109.3,15.78569,57587.074,Mega Spender,Critical,2010,Not Calculated
2010,Kazakhstan,Total function,30273.967,20.44884,1480.4012,Moderate Spender,Critical,2010,Not Calculated
2010,"Korea, Republic of",Total function,338523.7,29.5895,11440.283,Mega Spender,Critical,2010,Not Calculated
2010,Latvia,Total function,10989.25,45.85732,239.63483,Moderate Spender,Critical,2010,Not Calculated
2010,Latvia,Social protection,3378.92,14.09998,239.62305,Low Spender,Critical,2010,Not Calculated
2010,Lithuania,Total function,15751.37,42.41255,371.3759,Moderate Spender,Critical,2010,Not Calculated
2010,Lithuania,Social protection,5900.685,15.88834,371.36124,Low Spender,Critical,2010,Not Calculated
2010,Luxembourg,Total function,23620.412,42.05974,561.5787,Moderate Spender,Critical,2010,Not Calculated
2010,Luxembourg,Social protection,9637.801,17.16157,561.5593,Low Spender,Critical,2010,Not Calculated
2010,Malaysia,Total function,62317.26,24.43645,2550.0723,Major Spender,Critical,2010,Not Calculated
2010,Maldives,Total function,859.091,33.1929,25.88099,Low Spender,Critical,2010,Not Calculated
2010,Maldives,General public services,316.123,12.21414,25.879602,Low Spender,Critical,2010,Not Calculated
2010,Malta,Total function,3628.619,40.19734,90.26788,Low Spender,Critical,2010,Not Calculated
2010,Malta,Social protection,1201.232,13.30708,90.26336,Low Spender,Critical,2010,Not Calculated
2010,Marshall Islands,Total function,84.298,52.53186,1.6046717,Low Spender,Critical,2010,Not Calculated
2010,Marshall Islands,Education,33.023,20.57889,1.6046247,Low Spender,Critical,2010,Not Calculated
2010,Marshall Islands,General public services,17.504,10.90794,1.6045555,Low Spender,Critical,2010,Not Calculated
2010,Mauritius,Total function,2379.01,23.78137,100.03251,Low Spender,Critical,2010,Not Calculated
2010,"Moldova, Republic of",Total function,2372.81,34.01886,69.747795,Low Spender,Critical,2010,Not Calculated
2010,"Moldova, Republic of",Social protection,832.087,11.92959,69.74399,Low Spender,Critical,2010,Not Calculated
2010,Mongolia,Total function,2366.443,32.91534,71.892654,Low Spender,Critical,2010,Not Calculated
2010,Mongolia,Social protection,796.871,11.08384,71.88836,Low Spender,Critical,2010,Not Calculated
2010,Netherlands (Kingdom of the),Total function,408159.0,48.21412,8465.374,Mega Spender,Critical,2010,Not Calculated
2010,Netherlands (Kingdom of the),Social protection,142229.52,16.80098,8465.045,Mega Spender,Critical,2010,Not Calculated
2010,New Zealand,Total function,57147.8,39.00407,1465.1378,Major Spender,Critical,2010,Not Calculated
2010,New Zealand,Social protection,17687.436,12.07189,1465.054,Moderate Spender,Critical,2010,Not Calculated
2010,Norway,Total function,194614.42,45.39037,4287.4766,Mega Spender,Critical,2010,Not Calculated
2010,Norway,Social protection,75631.44,17.6397,4287.3267,Major Spender,Critical,2010,Not Calculated
2010,Panama,Total function,5920.69,20.11084,294.38828,Low Spender,Critical,2010,Not Calculated
2010,Paraguay,Total function,3686.45,13.52285,272.58878,Low Spender,Critical,2010,Not Calculated
2010,Peru,Total function,29879.24,20.25332,1475.2034,Moderate Spender,Critical,2010,Not Calculated
2010,Philippines,Total function,32653.246,15.67088,2083.5564,Moderate Spender,Critical,2010,Not Calculated
2010,Poland,Total function,219984.08,46.24462,4756.863,Mega Spender,Critical,2010,Not Calculated
2010,Poland,Social protection,78225.055,16.44432,4756.676,Major Spender,Critical,2010,Not Calculated
2010,Portugal,Total function,123577.42,51.94928,2378.7634,Mega Spender,Critical,2010,Not Calculated
2010,Portugal,Social protection,41343.824,17.38005,2378.6724,Moderate Spender,Critical,2010,Not Calculated
2010,Romania,Total function,67143.586,39.48941,1700.2504,Major Spender,Critical,2010,Not Calculated
2010,Romania,Social protection,23111.143,13.59244,1700.1688,Moderate Spender,Critical,2010,Not Calculated
2010,Russian Federation,Total function,643346.75,41.77997,15398.082,Mega Spender,Critical,2010,Not Calculated
2010,Russian Federation,Social protection,203046.53,13.18617,15397.278,Mega Spender,Critical,2010,Not Calculated
2010,Samoa,Total function,204.198,29.22401,6.9870977,Low Spender,Critical,2010,Not Calculated
2010,Serbia,Total function,18179.727,38.55051,471.56976,Moderate Spender,Critical,2010,Not Calculated
2010,Serbia,Social protection,6887.628,14.60537,471.5496,Low Spender,Critical,2010,Not Calculated
2010,Seychelles,Total function,316.789,32.13046,9.859154,Low Spender,Critical,2010,Not Calculated
2010,Seychelles,General public services,131.725,13.36029,9.858705,Low Spender,Critical,2010,Not Calculated
2010,Singapore,Total function,34293.37,14.30035,2397.9114,Moderate Spender,Critical,2010,Not Calculated
2010,Slovakia,Total function,38416.19,42.18131,910.7181,Moderate Spender,Critical,2010,Not Calculated
2010,Slovakia,Social protection,13666.482,15.00591,910.67926,Moderate Spender,Critical,2010,Not Calculated
2010,Slovenia,Total function,24188.947,50.22491,481.60297,Moderate Spender,Critical,2010,Not Calculated
2010,Slovenia,Social protection,9252.309,19.21111,481.58734,Low Spender,Critical,2010,Not Calculated
2010,South Africa,Total function,147290.98,35.29079,4173.52,Mega Spender,Critical,2010,Not Calculated
2010,Spain,Total function,654658.75,46.0793,14206.912,Mega Spender,Critical,2010,Not Calculated
2010,Spain,Social protection,238168.97,16.76394,14206.371,Mega Spender,Critical,2010,Not Calculated
2010,Sri Lanka,Total function,10957.818,19.31718,567.2283,Moderate Spender,Critical,2010,Not Calculated
2010,Sweden,Total function,250103.78,50.44321,4958.0273,Mega Spender,Critical,2010,Not Calculated
2010,Sweden,Social protection,100713.64,20.31285,4957.8804,Mega Spender,Critical,2010,Not Calculated
2010,"Switzerland, Liechtenstein",Total function,193807.94,31.82106,6090.3643,Mega Spender,Critical,2010,Not Calculated
2010,"Switzerland, Liechtenstein",Social protection,75487.5,12.39419,6090.064,Major Spender,Critical,2010,Not Calculated
2010,Thailand,Total function,72700.61,21.31328,3410.8875,Major Spender,Critical,2010,Not Calculated
2010,Timor-Leste,Total function,1020.214,115.69306,8.818205,Low Spender,Critical,2010,Not Calculated
2010,Türkiye,Total function,277893.6,35.76644,7769.457,Mega Spender,Critical,2010,Not Calculated
2010,Türkiye,Social protection,74335.5,9.56739,7768.8613,Major Spender,Significant,2010,Not Calculated
2010,Ukraine,Total function,66042.945,48.55653,1360.0969,Major Spender,Critical,2010,Not Calculated
2010,Ukraine,Social protection,31165.73,22.91388,1360.0653,Moderate Spender,Critical,2010,Not Calculated
2010,United Kingdom,Total function,1.174475e+06,47.14122,24913.443,Mega Spender,Critical,2010,Not Calculated
2010,United Kingdom,Social protection,414738.22,16.64681,24912.479,Mega Spender,Critical,2010,Not Calculated
2010,United States of America,Total function,6.4739885e+06,42.74007,151469.97,Mega Spender,Critical,2010,Not Calculated
2010,Yemen,Total function,9519.331,30.80017,309.05743,Low Spender,Critical,2010,Not Calculated
2011,Afghanistan,Total function,17211.969,99.20045,173.50522,Moderate Spender,Critical,2010,Not Calculated
2011,Afghanistan,Defence,6648.083,38.31595,173.50241,Low Spender,Critical,2010,Not Calculated
2011,Afghanistan,Public order and safety,4467.366,25.74748,173.5002,Low Spender,Critical,2010,Not Calculated
2011,Albania,Total function,3760.403,29.17105,128.90431,Low Spender,Critical,2010,Not Calculated
2011,Armenia,Total function,2881.55,26.6421,108.15371,Low Spender,Critical,2010,Not Calculated
2011,Australia,Total function,592950.8,38.31844,15473.891,Mega Spender,Critical,2010,Not Calculated
2011,Australia,Social protection,151534.38,9.79265,15472.716,Mega Spender,Significant,2010,Not Calculated
2011,Austria,Total function,219714.45,50.96361,4311.118,Mega Spender,Critical,2010,Not Calculated
2011,Austria,Social protection,89334.336,20.72144,4310.995,Major Spender,Critical,2010,Not Calculated
2011,Azerbaijan,Total function,21613.617,32.77136,659.50757,Moderate Spender,Critical,2010,Not Calculated
2011,Azerbaijan,"Mining, manufacturing and construction",8240.36,12.49434,659.4747,Low Spender,Critical,2010,Not Calculated
2011,Belarus,Total function,21984.031,35.59456,617.606,Moderate Spender,Critical,2010,Not Calculated
2011,Belarus,Social protection,7046.911,11.40972,617.56934,Low Spender,Critical,2010,Not Calculated
2011,Belgium,Total function,289425.22,55.37696,5226.3613,Mega Spender,Critical,2010,Not Calculated
2011,Belgium,Social protection,99990.83,19.13167,5226.1826,Major Spender,Critical,2010,Not Calculated
2011,Brazil,Total function,1.0020078e+06,38.30076,26160.883,Mega Spender,Critical,2010,Not Calculated
2011,Brazil,Social protection,329559.84,12.5971,26159.486,Mega Spender,Critical,2010,Not Calculated
2011,Bulgaria,Total function,19437.846,33.6995,576.7821,Moderate Spender,Critical,2010,Not Calculated
2011,Bulgaria,Social protection,7013.212,12.15884,576.75195,Low Spender,Critical,2010,Not Calculated
2011,Canada,Total function,665609.9,37.12616,17927.844,Mega Spender,Critical,2010,Not Calculated
2011,Canada,Social protection,188029.78,10.48786,17926.617,Mega Spender,Critical,2010,Not Calculated
2011,China,Total function,2.017686e+06,26.71886,75512.59,Mega Spender,Critical,2010,Not Calculated
2011,"China, Hong Kong SAR",Total function,49694.117,19.99654,2485.0115,Moderate Spender,Critical,2010,Not Calculated
2011,"China, Macao SAR",Total function,5594.146,15.18255,368.43463,Low Spender,Critical,2010,Not Calculated
2011,Colombia,Total function,97989.36,29.25546,3349.3237,Major Spender,Critical,2010,Not Calculated
2011,Cook Islands,Total function,97.34,35.79062,2.719631,Low Spender,Critical,2010,Not Calculated
2011,Cook Islands,General public services,33.645,12.37076,2.7194998,Low Spender,Critical,2010,Not Calculated
2011,Cyprus,Total function,11630.204,42.13015,276.04764,Moderate Spender,Critical,2010,Not Calculated
2011,Cyprus,Social protection,3482.394,12.61489,276.03235,Low Spender,Critical,2010,Not Calculated
2011,Czechia,Total function,99142.76,43.18765,2295.5745,Major Spender,Critical,2010,Not Calculated
2011,Czechia,Social protection,31033.996,13.51874,2295.458,Moderate Spender,Critical,2010,Not Calculated
2011,Denmark,Total function,194118.64,56.42932,3439.9705,Mega Spender,Critical,2010,Not Calculated
2011,Denmark,Social protection,84943.66,24.6927,3439.8918,Major Spender,Critical,2010,Not Calculated
2011,Egypt,Total function,74205.59,32.10969,2310.9312,Major Spender,Critical,2010,Not Calculated
2011,Egypt,Social protection,27102.086,11.72741,2310.8064,Moderate Spender,Critical,2010,Not Calculated
2011,El Salvador,Total function,5634.18,27.77677,202.83055,Low Spender,Critical,2010,Not Calculated
2011,Estonia,Total function,8687.75,37.47366,231.83,Low Spender,Critical,2010,Not Calculated
2011,Estonia,Social protection,2842.233,12.25966,231.81728,Low Spender,Critical,2010,Not Calculated
2011,Fiji,Total function,1031.127,27.31794,37.744034,Low Spender,Critical,2010,Not Calculated
2011,Finland,Total function,147882.72,53.72792,2752.3857,Mega Spender,Critical,2010,Not Calculated
2011,Finland,Social protection,61930.87,22.50038,2752.3145,Major Spender,Critical,2010,Not Calculated
2011,France,Total function,1.6128181e+06,56.24497,28674.377,Mega Spender,Critical,2010,Not Calculated
2011,France,Social protection,679040.3,23.68066,28673.68,Mega Spender,Critical,2010,Not Calculated
2011,Georgia,Total function,4200.782,27.80594,151.06956,Low Spender,Critical,2010,Not Calculated
2011,Germany,Total function,1.6961309e+06,45.2977,37443.258,Mega Spender,Critical,2010,Not Calculated
2011,Germany,Social protection,707722.94,18.90079,37442.113,Mega Spender,Critical,2010,Not Calculated
2011,Greece,Total function,155988.08,55.19248,2826.2048,Mega Spender,Critical,2010,Not Calculated
2011,Greece,Social protection,58247.76,20.60951,2826.1194,Major Spender,Critical,2010,Not Calculated
2011,Greece,General public services,37042.715,13.10664,2826.04,Moderate Spender,Critical,2010,Not Calculated
2011,Hungary,Total function,69637.734,49.0606,1419.3939,Major Spender,Critical,2010,Not Calculated
2011,Hungary,Social protection,23923.484,16.85438,1419.3383,Moderate Spender,Critical,2010,Not Calculated
2011,Iceland,Total function,7692.361,50.53575,152.21321,Low Spender,Critical,2010,Not Calculated
2011,Iceland,Social protection,1642.2,10.7886,152.20212,Low Spender,Critical,2010,Not Calculated
2011,Iceland,General public services,1907.854,12.53384,152.20409,Low Spender,Critical,2010,Not Calculated
2011,India,Total function,469224.38,25.0665,18718.436,Mega Spender,Critical,2010,Not Calculated
2011,Indonesia,Total function,156206.66,17.49295,8929.182,Mega Spender,Critical,2010,Not Calculated
2011,Ireland,Total function,112907.16,47.30277,2386.8533,Mega Spender,Critical,2010,Not Calculated
