employee_id,age,gender,department,job_role,years_at_company,years_in_current_role,monthly_salary,performance_rating,work_life_balance,job_satisfaction,environment_satisfaction,relationship_satisfaction,overtime,companies_worked_before,distance_from_home,training_hours,promotion,attrition,remote_work,education,marital_status,hire_date,last_promotion_date,hire_quarter,days_since_promotion,tenure_category
2460,32,Female,Engineering,Junior,5.0,5.0,5134.43,3.2,2.0,2.7,3.3,4.2,0,1,9.5,53,0,0,Onsite,Bachelor,Single,2022-09-12 20:36:20.207371,2024-09-21 20:36:20.207371,Q3,711,3-5 years
2461,37,Male,Operations,Junior,14.7,1.3,8363.6,4.2,4.0,2.4,3.2,3.3,0,2,23.5,36,0,0,Onsite,Master,Married,2022-04-17 20:36:20.207371,2025-10-11 20:36:20.207371,Q2,326,>10 years
2462,50,Female,Engineering,Junior,1.8,1.5,5462.3,3.3,2.0,1.7,4.3,3.5,0,5,8.2,32,1,1,Hybrid,Bachelor,Married,2023-09-26 20:36:20.207371,2026-08-24 20:36:20.207371,Q3,9,1-3 years
2463,39,Female,Finance,Senior,2.1,2.1,6589.05,3.9,3.0,,3.4,4.8,1,2,1.0,44,0,1,Hybrid,High School,Married,2017-01-24 20:36:20.207371,2025-02-04 20:36:20.207371,Q1,575,1-3 years
2464,33,Female,Finance,Senior,4.4,1.4,5820.88,3.8,4.0,2.6,3.2,3.0,0,1,13.2,70,0,0,Onsite,Bachelor,Single,2020-07-06 20:36:20.207371,2025-07-25 20:36:20.207371,Q3,404,3-5 years
2465,35,Male,Operations,Lead,8.1,0.2,6807.32,4.1,2.0,4.3,2.4,4.7,1,1,11.4,71,0,0,Hybrid,High School,Single,2019-12-22 20:36:20.207371,2026-08-11 20:36:20.207371,Q4,22,5-10 years
2466,38,Female,Engineering,Lead,8.4,2.6,6109.81,3.4,4.0,3.8,3.1,4.1,1,4,8.1,50,0,1,Remote,PhD,Married,2025-02-11 20:36:20.207371,2026-08-21 20:36:20.207371,Q1,12,5-10 years
2467,31,Male,IT,Junior,4.0,0.3,5561.12,3.3,2.0,2.6,4.0,3.9,0,1,6.1,69,0,0,Hybrid,Bachelor,Single,2019-02-21 20:36:20.207371,2026-08-30 20:36:20.207371,Q1,3,3-5 years
2468,41,Male,HR,Junior,2.6,2.0,6369.24,3.0,4.0,4.3,3.5,3.9,0,1,13.4,34,0,0,Onsite,Bachelor,Married,2017-05-31 20:36:20.207371,2026-06-20 20:36:20.207371,Q2,74,1-3 years
2469,51,Male,Engineering,Junior,2.8,0.3,6446.42,3.0,1.0,3.0,4.1,4.1,1,0,26.8,53,0,0,Remote,Master,Single,2018-12-14 20:36:20.207371,2026-07-17 20:36:20.207371,Q4,47,1-3 years
2470,31,Male,Engineering,Junior,6.4,6.4,5763.84,3.8,4.0,3.4,4.1,3.9,1,1,26.8,38,0,0,Onsite,Bachelor,Married,2024-05-23 20:36:20.207371,2024-12-02 20:36:20.207371,Q2,639,5-10 years
2471,47,Male,IT,Lead,17.4,1.3,8888.08,3.3,2.0,2.7,2.9,3.9,0,2,13.8,42,1,0,Remote,Master,Married,2024-10-21 20:36:20.207371,2026-08-08 20:36:20.207371,Q4,25,>10 years
2472,43,Female,Finance,Manager,14.2,1.7,8068.08,3.8,4.0,4.1,4.2,3.5,1,1,30.0,53,0,0,Onsite,High School,Single,2022-02-24 20:36:20.207371,2025-03-24 20:36:20.207371,Q1,527,>10 years
2473,40,Female,Finance,Lead,3.7,3.7,5813.67,2.6,3.0,3.3,2.0,3.9,1,3,9.1,62,0,0,Hybrid,,Married,2017-06-30 20:36:20.207371,2026-03-05 20:36:20.207371,Q2,181,3-5 years
2474,36,Male,Operations,Senior,6.7,1.1,,3.8,4.0,5.0,2.8,3.8,1,0,15.5,56,0,1,Onsite,Master,Married,2024-06-08 20:36:20.207371,2025-11-16 20:36:20.207371,Q2,290,5-10 years
2475,38,Female,Sales,Manager,3.2,0.8,4908.8,3.9,2.0,3.5,3.3,5.0,1,1,22.5,104,0,0,Onsite,,Single,2021-04-19 20:36:20.207371,2025-08-16 20:36:20.207371,Q2,382,3-5 years
2476,32,Male,Engineering,Executive,2.1,0.2,5802.24,3.6,2.0,4.4,3.2,3.7,0,3,7.2,64,1,0,Remote,PhD,Single,2025-05-11 20:36:20.207371,2026-04-21 20:36:20.207371,Q2,134,1-3 years
2477,53,Male,Operations,Junior,5.9,2.6,7277.22,4.4,3.0,4.7,4.1,3.8,0,4,3.9,81,1,0,Onsite,PhD,Married,2023-08-13 20:36:20.207371,2023-02-21 20:36:20.207371,Q3,1289,5-10 years
2478,27,Female,Operations,Junior,11.2,2.6,7618.26,3.3,4.0,1.2,3.0,4.1,0,3,11.3,39,0,0,Onsite,Master,Married,2022-08-15 20:36:20.207371,2026-05-22 20:36:20.207371,Q3,103,>10 years
2479,46,Female,IT,Executive,3.1,2.9,6245.85,3.2,,4.3,4.2,3.5,1,1,44.9,42,0,1,Remote,PhD,Divorced,2026-07-08 20:36:20.207371,2025-01-25 20:36:20.207371,Q3,585,3-5 years
2480,50,Male,Engineering,Senior,9.5,0.2,8296.31,3.5,3.0,3.6,4.4,3.2,0,1,8.8,37,0,0,Hybrid,PhD,Married,2019-08-21 20:36:20.207371,2024-07-03 20:36:20.207371,Q3,791,5-10 years
2481,31,Non-Binary,Sales,Junior,4.4,1.8,5741.07,4.1,2.0,3.5,4.4,4.5,0,2,8.9,88,0,1,Onsite,Bachelor,Single,2024-10-29 20:36:20.207371,2025-07-09 20:36:20.207371,Q4,420,3-5 years
2482,46,Male,Finance,Executive,2.3,2.3,5803.21,3.2,4.0,2.3,4.2,3.7,1,4,5.4,71,0,0,Hybrid,Master,Married,2018-05-24 20:36:20.207371,2026-06-23 20:36:20.207371,Q2,71,1-3 years
2483,36,Male,Finance,Senior,0.8,0.8,5327.15,3.3,4.0,4.1,3.6,4.3,0,0,17.1,79,0,0,Onsite,Bachelor,Single,2019-05-01 20:36:20.207371,2025-11-26 20:36:20.207371,Q2,280,<1 year
2484,35,Male,Finance,Executive,0.5,0.5,5463.86,4.1,2.0,3.5,2.6,4.4,0,2,19.9,79,0,0,Onsite,High School,Single,2023-04-27 20:36:20.207371,2025-01-23 20:36:20.207371,Q2,587,<1 year
2485,34,Female,HR,Junior,18.4,4.3,8980.39,4.0,2.0,3.2,3.0,3.0,1,2,43.0,80,0,0,Onsite,Bachelor,Single,2019-02-11 20:36:20.207371,2025-07-19 20:36:20.207371,Q1,410,>10 years
2486,22,Female,Engineering,Junior,0.5,0.5,4872.04,3.4,3.0,3.6,4.7,3.3,0,5,15.5,29,0,0,Onsite,High School,Single,2021-09-21 20:36:20.207371,2025-10-15 20:36:20.207371,Q3,322,<1 year
2487,40,Female,Engineering,Manager,23.3,4.8,10054.05,2.1,3.0,2.5,3.4,2.2,0,0,4.6,30,0,0,Onsite,PhD,Married,2026-06-10 20:36:20.207371,2025-06-25 20:36:20.207371,Q2,434,>10 years
2488,49,Female,IT,Lead,6.1,0.2,5888.13,3.2,3.0,3.2,4.6,3.4,0,1,1.0,60,0,0,Hybrid,High School,Single,2022-05-02 20:36:20.207371,2026-02-16 20:36:20.207371,Q2,198,5-10 years
2489,27,Female,Finance,Manager,5.2,0.1,5034.0,3.4,2.0,2.8,4.5,2.8,0,2,5.4,41,0,0,Onsite,Bachelor,Divorced,2021-01-07 20:36:20.207371,2025-09-13 20:36:20.207371,Q1,354,5-10 years
2490,43,Male,Engineering,Senior,3.2,0.6,5738.25,3.1,3.0,3.8,2.7,3.8,0,0,9.2,15,0,0,Hybrid,Bachelor,Married,2017-02-04 20:36:20.207371,2022-02-04 20:36:20.207371,Q1,1671,3-5 years
2491,34,Male,Operations,Lead,14.9,1.0,7915.29,2.5,3.0,3.7,5.0,3.7,1,2,16.8,49,0,0,Hybrid,,Married,2016-11-07 20:36:20.207371,2026-01-23 20:36:20.207371,Q4,222,>10 years
2492,24,Male,Engineering,Junior,4.3,1.1,5414.45,3.0,3.0,3.8,3.6,2.9,0,2,21.5,81,0,1,Hybrid,Bachelor,Married,2025-11-26 20:36:20.207371,2026-08-06 20:36:20.207371,Q4,27,3-5 years
2493,44,Male,HR,Junior,2.8,2.0,5174.07,2.9,4.0,2.6,3.5,4.2,0,1,7.3,107,0,0,Remote,Bachelor,Married,2026-05-09 20:36:20.207371,2025-10-27 20:36:20.207371,Q2,310,1-3 years
2494,51,Female,IT,Junior,3.1,2.3,7324.75,4.2,3.0,,3.2,4.4,0,1,39.3,33,0,1,Remote,Bachelor,Married,2017-07-13 20:36:20.207371,2025-06-09 20:36:20.207371,Q3,450,3-5 years
2495,27,Male,Operations,Senior,8.6,5.2,6643.51,4.0,1.0,3.4,1.7,3.9,0,1,4.6,48,0,0,Hybrid,PhD,Single,2024-11-02 20:36:20.207371,2026-05-12 20:36:20.207371,Q4,113,5-10 years
2496,37,Male,Marketing,Senior,10.4,5.5,6845.43,3.9,2.0,4.0,3.2,2.5,0,1,13.1,65,0,0,Hybrid,Master,Married,2024-11-14 20:36:20.207371,2025-03-26 20:36:20.207371,Q4,525,>10 years
2497,22,Female,Finance,Lead,4.6,2.4,3914.0,,2.0,3.5,4.5,4.4,0,2,20.8,59,1,0,Onsite,Master,Married,2017-06-07 20:36:20.207371,2025-09-26 20:36:20.207371,Q2,341,3-5 years
2498,34,Female,IT,Junior,0.5,0.5,4044.63,3.0,2.0,4.7,3.6,3.3,0,6,1.6,46,0,0,Remote,Master,Divorced,2019-09-30 20:36:20.207371,2024-12-18 20:36:20.207371,Q3,623,<1 year
2499,39,Male,Operations,Junior,0.5,0.5,4469.91,1.9,4.0,2.6,3.4,4.2,1,2,13.5,60,0,1,Onsite,Bachelor,Married,2024-09-22 20:36:20.207371,2024-08-05 20:36:20.207371,Q3,758,<1 year
2500,52,Female,Engineering,Senior,15.1,0.3,8394.39,3.6,1.0,2.7,3.0,4.1,0,1,40.4,48,0,1,Onsite,,Divorced,2025-09-12 20:36:20.207371,2026-05-19 20:36:20.207371,Q3,106,>10 years
2501,50,Female,Engineering,Lead,4.1,1.7,7055.83,3.8,3.0,3.3,3.8,3.9,0,0,23.0,54,0,0,Onsite,Bachelor,Married,2020-11-09 20:36:20.207371,2025-12-27 20:36:20.207371,Q4,249,3-5 years
2502,51,Male,Operations,Intern,16.7,9.7,9556.51,3.1,3.0,3.6,2.8,3.6,0,4,24.4,72,0,0,Hybrid,Master,Single,2018-01-16 20:36:20.207371,2021-09-19 20:36:20.207371,Q1,1809,>10 years
2503,29,Male,IT,Senior,4.0,4.0,5530.16,1.9,4.0,4.1,2.6,3.9,1,0,5.9,77,0,0,Onsite,Master,Married,2020-06-02 20:36:20.207371,2025-11-19 20:36:20.207371,Q2,287,3-5 years
2504,32,Female,HR,Junior,7.9,1.7,5935.46,2.7,3.0,3.8,3.0,5.0,1,1,6.6,60,0,1,Remote,Bachelor,Divorced,2022-11-30 20:36:20.207371,2025-06-18 20:36:20.207371,Q4,441,5-10 years
2505,22,Female,Engineering,Lead,5.4,3.5,5830.36,2.3,2.0,4.6,3.2,2.4,0,1,13.8,36,0,0,Hybrid,Bachelor,Single,2018-12-24 20:36:20.207371,2024-08-14 20:36:20.207371,Q4,749,5-10 years
2506,27,Male,Engineering,Manager,5.9,0.8,4646.62,3.7,3.0,2.5,3.3,4.5,0,2,14.8,40,0,1,Hybrid,Master,Single,2021-08-19 20:36:20.207371,2026-03-01 20:36:20.207371,Q3,185,5-10 years
2507,22,Female,Operations,Junior,3.9,3.9,4129.96,5.0,,4.0,3.8,3.9,0,1,1.0,59,1,1,Onsite,Bachelor,Single,2022-07-10 20:36:20.207371,2026-03-20 20:36:20.207371,Q3,166,3-5 years
2508,38,Female,HR,Junior,7.1,3.2,5451.82,2.1,3.0,4.7,4.4,2.9,0,1,7.7,66,1,0,Remote,PhD,Single,2026-05-06 20:36:20.207371,2026-01-18 20:36:20.207371,Q2,227,5-10 years
2509,28,Male,Engineering,Manager,3.5,3.5,,3.1,4.0,3.4,3.0,3.8,0,0,1.0,74,0,0,Onsite,PhD,Married,2023-06-10 20:36:20.207371,2026-01-07 20:36:20.207371,Q2,238,3-5 years
2510,23,Female,Engineering,Intern,8.1,1.1,5740.77,3.2,1.0,3.4,3.3,3.9,1,3,14.4,74,0,0,Hybrid,,Married,2019-09-06 20:36:20.207371,2024-11-30 20:36:20.207371,Q3,641,5-10 years
2511,31,Male,Marketing,Manager,1.7,0.4,5096.06,3.6,4.0,3.4,3.6,4.2,0,1,10.1,54,1,0,Hybrid,Bachelor,Divorced,2020-11-03 20:36:20.207371,2025-11-20 20:36:20.207371,Q4,286,1-3 years
2512,23,Female,Finance,Senior,0.5,0.5,4103.34,4.1,4.0,4.5,3.1,4.3,1,2,19.4,66,0,0,Hybrid,Bachelor,Married,2025-10-23 20:36:20.207371,2024-04-25 20:36:20.207371,Q4,860,<1 year
2513,38,Male,Engineering,Executive,0.8,0.8,4922.53,3.7,3.0,3.1,2.8,3.6,0,1,3.1,51,0,0,Onsite,Master,Single,2023-05-21 20:36:20.207371,2025-12-20 20:36:20.207371,Q2,256,<1 year
2514,37,Female,Engineering,Intern,2.4,1.8,5463.22,3.1,2.0,2.1,3.8,3.3,0,3,4.3,61,0,0,Onsite,Master,,2023-09-06 20:36:20.207371,2025-02-23 20:36:20.207371,Q3,556,1-3 years
2515,31,Male,Operations,Senior,10.7,0.3,6631.7,3.4,,4.4,2.5,2.4,1,4,24.3,59,0,0,Hybrid,Bachelor,Single,2018-05-15 20:36:20.207371,2025-11-21 20:36:20.207371,Q2,285,>10 years
2516,27,Female,HR,Senior,10.5,1.7,7241.66,3.6,3.0,1.6,4.4,3.1,1,6,10.1,75,0,0,Onsite,High School,Single,2019-05-05 20:36:20.207371,2026-02-13 20:36:20.207371,Q2,201,>10 years
2517,22,Female,HR,Manager,2.1,0.5,4775.43,3.3,2.0,3.2,3.2,3.7,0,0,6.4,103,0,0,Hybrid,High School,Married,2024-02-25 20:36:20.207371,2024-03-23 20:36:20.207371,Q1,893,1-3 years
2518,40,Female,Marketing,Manager,2.8,1.0,4803.34,2.6,3.0,3.9,4.6,3.4,1,3,1.0,18,0,1,Onsite,High School,Single,2024-08-30 20:36:20.207371,2023-02-11 20:36:20.207371,Q3,1299,1-3 years
2519,37,Non-Binary,Operations,Lead,4.0,0.2,5398.52,2.9,1.0,,3.5,3.3,0,1,1.0,35,0,0,Onsite,Bachelor,Single,2024-03-19 20:36:20.207371,2025-02-11 20:36:20.207371,Q1,568,3-5 years
2520,39,Male,Operations,Manager,5.5,0.2,6241.34,3.5,3.0,1.2,3.6,4.1,0,0,7.6,114,0,0,Onsite,PhD,Single,2019-03-20 20:36:20.207371,2023-08-04 20:36:20.207371,Q1,1125,5-10 years
2521,31,Female,Engineering,Lead,2.9,0.8,4915.49,3.3,2.0,3.3,4.4,4.1,0,4,8.5,46,0,1,Remote,,Married,2022-03-31 20:36:20.207371,2023-07-06 20:36:20.207371,Q1,1154,1-3 years
2522,32,Non-Binary,IT,Manager,6.1,0.3,6463.19,,3.0,2.7,4.7,3.1,1,1,15.3,49,0,0,Hybrid,High School,Single,2019-07-18 20:36:20.207371,2026-01-01 20:36:20.207371,Q3,244,5-10 years
2523,49,Female,HR,Junior,3.7,1.0,6060.89,4.8,2.0,2.4,2.9,3.9,0,1,10.3,63,0,0,Onsite,High School,Married,2017-09-12 20:36:20.207371,2025-02-20 20:36:20.207371,Q3,559,3-5 years
2524,28,Female,Marketing,Senior,0.9,0.9,4472.77,4.7,2.0,3.0,3.2,3.7,1,2,15.3,58,0,0,Onsite,PhD,Single,2024-10-24 20:36:20.207371,2025-04-04 20:36:20.207371,Q4,516,<1 year
2525,31,Female,Sales,Executive,9.3,0.5,6302.24,3.2,2.0,4.0,3.9,3.3,1,2,58.6,80,0,1,Onsite,Master,Married,2016-11-10 20:36:20.207371,2026-06-28 20:36:20.207371,Q4,66,5-10 years
2526,42,Male,Finance,Executive,2.6,2.6,5878.93,2.8,4.0,4.6,3.9,4.2,0,3,18.0,30,0,1,Hybrid,High School,Single,2017-04-18 20:36:20.207371,2026-03-21 20:36:20.207371,Q2,165,1-3 years
2527,38,Male,Engineering,Senior,0.5,0.5,5597.6,3.2,2.0,4.6,3.5,4.5,0,2,14.9,54,0,0,Remote,Master,Single,2024-03-04 20:36:20.207371,2024-03-25 20:36:20.207371,Q1,891,<1 year
2528,22,Male,Operations,Lead,1.3,1.3,5042.71,2.8,4.0,4.4,3.9,4.0,1,3,12.6,69,0,0,Onsite,Bachelor,Single,2019-07-21 20:36:20.207371,2024-12-26 20:36:20.207371,Q3,615,1-3 years
2529,22,Female,Operations,Senior,3.1,0.3,4872.73,4.1,4.0,3.2,2.3,3.6,1,4,3.2,49,1,1,Onsite,Bachelor,Single,2022-04-14 20:36:20.207371,2026-07-23 20:36:20.207371,Q2,41,3-5 years
2530,28,Female,Marketing,Intern,3.9,0.5,4720.96,3.4,4.0,3.1,4.2,3.2,1,5,20.8,42,0,1,Remote,PhD,Single,2018-02-06 20:36:20.207371,2024-05-31 20:36:20.207371,Q1,824,3-5 years
2531,44,Female,Engineering,Senior,11.6,2.2,7563.55,3.0,1.0,3.9,3.1,4.0,0,3,46.3,65,0,0,Remote,Bachelor,Single,2019-03-10 20:36:20.207371,2024-08-04 20:36:20.207371,Q1,759,>10 years
2532,41,Non-Binary,Sales,Junior,2.0,1.7,4681.18,2.7,2.0,2.2,4.3,3.5,0,3,4.3,41,0,0,Onsite,Master,Married,2020-10-02 20:36:20.207371,2022-10-08 20:36:20.207371,Q4,1425,1-3 years
2533,40,Non-Binary,Finance,Executive,10.5,3.7,7872.83,4.5,2.0,2.0,3.1,4.2,1,2,1.3,34,0,1,Hybrid,High School,,2019-09-30 20:36:20.207371,2024-12-06 20:36:20.207371,Q3,635,>10 years
2534,41,Male,Operations,Senior,0.7,0.7,5832.87,4.9,3.0,3.8,4.3,3.7,0,2,39.3,65,0,0,Onsite,Bachelor,Single,2026-03-23 20:36:20.207371,2026-06-23 20:36:20.207371,Q1,71,<1 year
2535,25,Female,Engineering,Senior,1.1,1.1,4678.95,1.4754127837035318,4.0,4.5,3.7,4.4,1,2,11.1,16,0,0,Onsite,Bachelor,Married,2023-01-08 20:36:20.207371,2026-07-07 20:36:20.207371,Q1,57,1-3 years
2536,41,Female,Finance,Junior,1.0,0.1,4216.0,2.4,3.0,3.9,3.5,4.5,0,0,12.0,43,1,1,Onsite,High School,Single,2023-04-25 20:36:20.207371,2026-07-17 20:36:20.207371,Q2,47,<1 year
2537,25,Female,Marketing,Executive,4.4,0.2,4725.93,3.1,2.0,3.8,3.8,3.5,1,4,22.6,65,0,1,Remote,PhD,Married,2020-08-21 20:36:20.207371,2025-11-27 20:36:20.207371,Q3,279,3-5 years
2538,44,Female,IT,Junior,4.0,4.0,6444.61,3.6,2.0,2.5,2.2,2.8,1,0,38.4,32,0,0,Onsite,Master,Single,2022-11-10 20:36:20.207371,2025-05-13 20:36:20.207371,Q4,477,3-5 years
2539,29,Female,Engineering,Senior,1.9,1.1,5096.56,3.5,2.0,2.0,3.6,3.5,0,4,10.8,76,0,1,Onsite,Bachelor,Married,2025-06-23 20:36:20.207371,2025-08-22 20:36:20.207371,Q2,376,1-3 years
2540,37,Female,Operations,Manager,7.8,0.4,6934.68,3.8,1.0,4.1,3.6,3.1,1,3,9.6,35,0,1,Hybrid,Master,Single,2018-02-08 20:36:20.207371,2026-08-30 20:36:20.207371,Q1,3,5-10 years
2541,22,Female,HR,Senior,4.3,2.8,4442.9,3.2,4.0,2.0,3.3,3.7,1,3,13.6,84,0,0,Hybrid,Bachelor,Single,2016-09-16 20:36:20.207371,2026-08-17 20:36:20.207371,Q3,16,3-5 years
2542,22,Female,HR,Intern,5.7,0.9,5914.42,3.6,3.0,2.3,3.5,3.3,0,0,2.3,84,0,1,Hybrid,Master,,2022-07-31 20:36:20.207371,2024-11-15 20:36:20.207371,Q3,656,5-10 years
2543,45,Female,IT,Senior,1.6,1.6,5875.48,3.7,4.0,2.8,3.9,2.7,0,0,1.0,40,0,1,Onsite,Bachelor,Married,2021-12-13 20:36:20.207371,2024-06-09 20:36:20.207371,Q4,815,1-3 years
2544,41,Female,IT,Junior,4.4,4.4,5772.88,2.4,3.0,2.1,4.8,2.9,1,1,15.8,74,0,0,Hybrid,Bachelor,Married,2019-03-15 20:36:20.207371,2021-06-09 20:36:20.207371,Q1,1911,3-5 years
2545,22,Male,Marketing,Senior,8.8,0.8,,3.9,3.0,3.2,3.4,4.0,0,1,1.3,81,1,1,Hybrid,High School,Married,2016-11-26 20:36:20.207371,2024-05-05 20:36:20.207371,Q4,850,5-10 years
2546,47,Female,Finance,Intern,2.5,2.5,5825.53,4.3,,3.5,3.0,2.8,1,1,14.9,66,0,0,Onsite,Master,Married,2016-09-15 20:36:20.207371,2026-07-23 20:36:20.207371,Q3,41,1-3 years
2547,24,Female,Marketing,Junior,10.8,0.3,7128.78,4.0,2.0,4.1,3.0,3.6,1,3,20.7,66,0,0,Remote,Bachelor,Single,2021-10-01 20:36:20.207371,2025-03-03 20:36:20.207371,Q4,548,>10 years
2548,35,Male,Operations,Manager,1.5,1.5,5692.22,3.6,3.0,2.4,3.3,4.4,0,0,24.0,70,0,0,Hybrid,Bachelor,Married,2021-08-26 20:36:20.207371,2025-12-02 20:36:20.207371,Q3,274,1-3 years
2549,30,Male,HR,Senior,15.3,1.5,7958.25,2.7,,3.4,4.1,4.5,0,0,16.3,39,0,1,Remote,PhD,Married,2019-09-04 20:36:20.207371,2023-07-13 20:36:20.207371,Q3,1147,>10 years
2550,25,Male,IT,Intern,5.3,4.7,4620.06,3.2,2.0,1.4,3.5,4.7,1,3,7.4,25,0,0,Hybrid,Bachelor,Married,2020-03-16 20:36:20.207371,2026-08-28 20:36:20.207371,Q1,5,5-10 years
2551,46,Male,Finance,Junior,10.3,4.3,7231.03,2.3,2.0,2.6,2.7,3.5,1,5,14.3,54,0,0,Hybrid,Bachelor,Single,2017-05-01 20:36:20.207371,2025-12-30 20:36:20.207371,Q2,246,>10 years
2552,51,Male,Engineering,Lead,2.5,2.5,6730.63,4.0,4.0,2.5,3.9,2.8,0,4,1.8,69,1,0,Onsite,,Married,2023-07-29 20:36:20.207371,2024-11-05 20:36:20.207371,Q3,666,1-3 years
2553,36,Male,Engineering,Executive,2.7,1.3,5649.29,4.9,1.0,2.2,4.0,3.8,0,4,23.9,93,1,0,Onsite,Bachelor,Single,2017-04-10 20:36:20.207371,2026-03-09 20:36:20.207371,Q2,177,1-3 years
2554,50,Male,Marketing,Junior,4.5,1.1,6261.46,2.6,2.0,3.8,2.3,3.9,0,1,15.3,67,0,0,Remote,Bachelor,Married,2024-12-08 20:36:20.207371,2022-11-16 20:36:20.207371,Q4,1386,3-5 years
2555,32,Female,Marketing,Manager,0.5,0.5,5680.39,3.0,,4.3,2.3,3.8,0,1,4.5,55,0,0,Onsite,Bachelor,Single,2026-05-01 20:36:20.207371,2024-10-24 20:36:20.207371,Q2,678,<1 year
2556,36,Female,Operations,Junior,15.8,2.1,8898.61,3.2,4.0,3.4,3.0,3.6,1,1,4.2,59,1,0,Remote,,Married,2017-02-09 20:36:20.207371,2024-02-18 20:36:20.207371,Q1,927,>10 years
2557,36,Female,IT,Manager,11.5,6.9,7143.38,4.7,4.0,2.6,4.5,3.0,1,1,5.0,84,0,0,Remote,,Married,2019-03-24 20:36:20.207371,2024-03-26 20:36:20.207371,Q1,890,>10 years
2558,23,Female,Operations,Junior,2.2,2.2,4892.45,3.8,4.0,3.5,2.8,2.6,0,2,18.8,56,0,0,Hybrid,Bachelor,Single,2017-07-20 20:36:20.207371,2025-11-01 20:36:20.207371,Q3,305,1-3 years
2559,39,Female,Operations,Executive,2.2,0.3,5508.88,4.3,4.0,4.1,5.0,3.7,0,1,15.1,45,0,0,Onsite,Bachelor,Divorced,2019-06-28 20:36:20.207371,2025-11-30 20:36:20.207371,Q2,276,1-3 years
2560,42,Male,Engineering,Executive,6.9,0.4,6778.7,3.4,4.0,3.5,3.6,2.8,1,1,19.7,76,1,1,Hybrid,Master,Married,2018-01-29 20:36:20.207371,2026-01-12 20:36:20.207371,Q1,233,5-10 years
2561,33,Non-Binary,Finance,Executive,2.3,0.4,4712.63,4.3,3.0,,2.6,3.6,0,1,18.1,77,0,0,Hybrid,Master,Single,2019-04-20 20:36:20.207371,2026-08-24 20:36:20.207371,Q2,9,1-3 years
2562,22,Non-Binary,HR,Senior,3.6,0.8,,3.8,2.0,3.4,2.6,3.1,1,3,9.2,60,0,0,Hybrid,Master,Single,2020-05-25 20:36:20.207371,2026-07-23 20:36:20.207371,Q2,41,3-5 years
2563,38,Female,Operations,Junior,5.5,3.9,6609.75,3.8,2.0,4.0,3.2,3.4,1,0,5.8,71,0,1,Hybrid,Bachelor,Married,2017-06-14 20:36:20.207371,2026-06-24 20:36:20.207371,Q2,70,5-10 years
2564,22,Female,Finance,Senior,3.1,3.1,4572.53,3.4,2.0,2.8,3.9,4.1,0,1,12.6,179,0,0,Onsite,,Married,2018-09-03 20:36:20.207371,2024-07-21 20:36:20.207371,Q3,773,3-5 years
2565,26,Female,Sales,Senior,1.8,1.8,4715.54,3.2,3.0,3.8,3.7,3.6,1,1,18.4,87,0,0,Hybrid,Bachelor,Single,2016-09-22 20:36:20.207371,2025-03-01 20:36:20.207371,Q3,550,1-3 years
2566,36,Female,Finance,Senior,3.5,0.9,5682.72,2.5,3.0,3.3,3.6,3.8,0,1,37.6,18,0,0,Onsite,Master,Single,2017-07-17 20:36:20.207371,2024-11-13 20:36:20.207371,Q3,658,3-5 years
2567,27,Male,Sales,Junior,3.1,3.1,5257.89,4.4,2.0,2.8,3.3,4.2,1,4,29.6,106,0,1,Hybrid,Bachelor,Divorced,2023-12-24 20:36:20.207371,2026-04-11 20:36:20.207371,Q4,144,3-5 years
2568,37,Female,Finance,Manager,11.8,0.2,7520.25,2.8,4.0,4.6,2.7,3.0,1,4,2.1,55,1,1,Onsite,Bachelor,Single,2017-06-16 20:36:20.207371,2025-06-05 20:36:20.207371,Q2,454,>10 years
2569,32,Female,Engineering,Junior,7.2,1.0,6415.14,2.7,,3.0,3.9,4.2,0,0,30.4,84,0,0,Onsite,Bachelor,Married,2020-02-18 20:36:20.207371,2025-10-26 20:36:20.207371,Q1,311,5-10 years
2570,22,Male,Operations,Lead,9.9,3.1,7137.44,4.0,3.0,3.1,3.3,4.0,0,1,3.2,72,1,0,Onsite,High School,Married,2018-10-04 20:36:20.207371,2025-07-13 20:36:20.207371,Q4,416,5-10 years
2571,36,Female,Finance,Junior,15.0,1.8,8515.89,3.5,2.0,3.3,4.0,3.2,1,0,1.7,85,0,1,Remote,Bachelor,,2023-10-12 20:36:20.207371,2026-08-06 20:36:20.207371,Q4,27,>10 years
2572,40,Male,HR,Junior,12.9,8.8,7407.7,1.8,3.0,4.1,2.3,3.3,1,2,3.3,84,0,1,Hybrid,Bachelor,Married,2017-02-22 20:36:20.207371,2024-06-02 20:36:20.207371,Q1,822,>10 years
2573,45,Female,Operations,Senior,10.0,9.7,7264.78,4.1,2.0,4.3,2.8,4.1,0,1,1.0,57,0,0,Hybrid,Master,Divorced,2023-04-27 20:36:20.207371,2026-02-11 20:36:20.207371,Q2,203,5-10 years
2574,31,Male,Engineering,Senior,0.5,0.5,4865.84,2.8,2.0,3.5,4.3,3.5,0,3,19.6,63,0,0,Hybrid,Bachelor,Single,2023-03-01 20:36:20.207371,2025-01-16 20:36:20.207371,Q1,594,<1 year
2575,34,Female,Operations,Senior,0.5,0.5,5044.67,3.1,2.0,2.4,3.4,3.2,0,3,35.2,45,0,0,Hybrid,Bachelor,Married,2017-04-20 20:36:20.207371,2025-09-13 20:36:20.207371,Q2,354,<1 year
